geohash,ev_number,count,demand,chargers
130510045001,1.0,6.0,6.0,0.0
130510045002,2.0,112.0,112.0,0.0
130510045003,1.0,2.0,2.0,0.0
130510045004,2.0,3.0,3.0,0.0
130510101011,2.0,0.0,2.0,0.0
130510101012,1.0,0.0,1.0,7.0
130510101021,320.0,68.0,320.0,0.0
130510101022,4.0,90.0,90.0,0.0
130510101023,291.0,64.0,291.0,0.0
130510102001,1.0,93.0,93.0,0.0
130510102002,5.0,49.0,49.0,0.0
130510102003,2.0,3.0,3.0,0.0
130510105011,1.0,0.0,1.0,2.0
130510105012,1.0,0.0,1.0,0.0
130510105013,5.0,0.0,5.0,3.0
130510105014,1.0,0.0,1.0,0.0
130510105015,1.0,0.0,1.0,0.0
130510105021,2.0,1.0,2.0,0.0
130510105022,2.0,1.0,2.0,0.0
130510106011,1.0,2.0,2.0,0.0
130510106012,2.0,2.0,2.0,0.0
130510106013,1.0,13.0,13.0,2.0
130510106014,4.0,3.0,4.0,0.0
130510106015,1.0,2.0,2.0,0.0
130510106016,2.0,2.0,2.0,0.0
130510106031,1.0,2.0,2.0,0.0
130510106051,2.0,0.0,2.0,4.0
130510107001,5.0,0.0,5.0,55.0
130510107002,2.0,0.0,2.0,0.0
130510107003,1.0,0.0,1.0,0.0
130510108011,1.0,2.0,2.0,0.0
130510108012,1.0,2.0,2.0,0.0
130510108021,6.0,0.0,6.0,9.0
130510108022,2.0,0.0,2.0,1.0
130510108031,7.0,0.0,7.0,0.0
130510108032,2.0,0.0,2.0,4.0
130510108033,49.0,0.0,49.0,21.0
130510108034,2.0,0.0,2.0,14.0
130510108061,2.0,3.0,3.0,0.0
130510108062,1.0,0.0,1.0,0.0
130510108063,2.0,2.0,2.0,0.0
130510108064,3.0,2.0,3.0,0.0
130510108071,1.0,0.0,1.0,0.0
130510108072,1.0,7.0,7.0,0.0
130510108073,2.0,1.0,2.0,0.0
130510108081,1.0,0.0,1.0,0.0
130510108082,1.0,0.0,1.0,0.0
130510108083,1.0,0.0,1.0,0.0
130510108084,1.0,0.0,1.0,8.0
130510108091,1.0,0.0,1.0,0.0
130510108092,2.0,0.0,2.0,0.0
130510109011,2.0,2.0,2.0,0.0
130510109012,1.0,88.0,88.0,0.0
130510109013,1.0,0.0,1.0,0.0
130510110031,29.0,0.0,29.0,0.0
130510110032,2.0,0.0,2.0,0.0
130510110033,1.0,0.0,1.0,0.0
130510110034,7.0,0.0,7.0,0.0
130510110035,1.0,0.0,1.0,0.0
130510110041,1.0,1.0,1.0,0.0
130510110042,1.0,4.0,4.0,0.0
130510110043,2.0,2.0,2.0,0.0
130510110051,1.0,3.0,3.0,0.0
130510110052,2.0,4.0,4.0,0.0
130510110053,1.0,4.0,4.0,0.0
130510110054,1.0,4.0,4.0,0.0
130510110061,6.0,9.0,9.0,0.0
130510110062,2.0,2.0,2.0,0.0
130510111031,1.0,0.0,1.0,0.0
130510111032,2.0,0.0,2.0,0.0
130510111033,1.0,0.0,1.0,3.0
130510111034,2.0,0.0,2.0,0.0
130510111041,7.0,96.0,96.0,0.0
130510111042,1.0,78.0,78.0,0.0
130510111043,340.0,84.0,340.0,0.0
130510111061,6.0,0.0,6.0,0.0
130510111062,4.0,0.0,4.0,0.0
130510111071,1.0,2.0,2.0,0.0
130510111072,3.0,1.0,3.0,0.0
130510111073,2.0,42.0,42.0,0.0
130510111081,2.0,2.0,2.0,0.0
130510111082,2.0,2.0,2.0,0.0
130510111091,1.0,0.0,1.0,0.0
130510111092,4.0,0.0,4.0,0.0
130510111093,2.0,0.0,2.0,0.0
130510111094,2.0,0.0,2.0,0.0
130510112001,6.0,3.0,6.0,1.0
130510112002,72.0,14.0,72.0,4.0
130510113001,394.0,1.0,394.0,0.0
130510113002,7.0,24.0,24.0,0.0
130510114001,394.0,153.0,394.0,0.0
130510114002,5.0,17.0,17.0,0.0
130510115001,1.0,2.0,2.0,0.0
130510115002,1.0,2.0,2.0,0.0
130510116001,1.0,4.0,4.0,0.0
130510116002,1.0,6.0,6.0,0.0
130519800001,1.0,8.0,8.0,0.0
130530201001,1.0,3.0,3.0,0.0
130530201002,1.0,3.0,3.0,0.0
130530202011,5.0,10.0,10.0,0.0
130530202012,2.0,6.0,6.0,0.0
130530202031,1.0,6.0,6.0,0.0
130530202032,216.0,0.0,216.0,0.0
130530202051,1.0,1.0,1.0,0.0
130530202052,1.0,6.0,6.0,0.0
130530202053,1.0,0.0,1.0,0.0
130530202061,2.0,13.0,13.0,0.0
130550101001,2.0,2.0,2.0,0.0
130550101002,2.0,4.0,4.0,0.0
130550102001,1.0,0.0,1.0,0.0
130550102002,1.0,0.0,1.0,0.0
130550102003,1.0,0.0,1.0,0.0
130550102004,1.0,0.0,1.0,0.0
130550102005,1.0,0.0,1.0,0.0
130550102006,1.0,0.0,1.0,0.0
130550103001,2.0,3.0,3.0,0.0
130550103002,2.0,1.0,2.0,0.0
130550103003,1.0,2.0,2.0,0.0
130550104001,1.0,0.0,1.0,0.0
130550104002,1.0,0.0,1.0,0.0
130550104003,1.0,0.0,1.0,2.0
130550104004,1.0,0.0,1.0,0.0
130550105001,1.0,0.0,1.0,0.0
130550105002,4.0,0.0,4.0,0.0
130550105003,5.0,0.0,5.0,0.0
130550105004,2.0,0.0,2.0,0.0
130550105005,1.0,0.0,1.0,0.0
130550106001,2.0,2.0,2.0,0.0
130550106002,1.0,2.0,2.0,0.0
130570901001,1.0,0.0,1.0,0.0
130570901002,4.0,0.0,4.0,0.0
130570901003,2.0,0.0,2.0,0.0
130570901004,2.0,0.0,2.0,0.0
130570902001,1.0,0.0,1.0,7.0
130570902002,2.0,0.0,2.0,0.0
130570902003,1.0,0.0,1.0,0.0
130570903001,1.0,0.0,1.0,0.0
130570903002,1.0,0.0,1.0,0.0
130570904001,1.0,0.0,1.0,0.0
130570904002,5.0,0.0,5.0,7.0
130570904003,4.0,0.0,4.0,2.0
130570905011,2.0,0.0,2.0,0.0
130570905012,1.0,0.0,1.0,0.0
130570905021,1.0,0.0,1.0,0.0
130570905022,3.0,0.0,3.0,0.0
130570905023,1.0,0.0,1.0,0.0
130570905024,2.0,0.0,2.0,0.0
130570906011,5.0,0.0,5.0,0.0
130570906012,126.0,0.0,126.0,0.0
130570906013,337.0,0.0,337.0,0.0
130570906021,3.0,0.0,3.0,12.0
130570906022,225.0,0.0,225.0,0.0
130570906023,5.0,0.0,5.0,0.0
130570907011,2.0,0.0,2.0,0.0
130570907012,5.0,0.0,5.0,0.0
130570907013,6.0,0.0,6.0,4.0
130570907014,190.0,0.0,190.0,3.0
130570907021,5.0,0.0,5.0,2.0
130570907022,3.0,0.0,3.0,9.0
130570907023,1.0,0.0,1.0,0.0
130570907024,2.0,0.0,2.0,0.0
130570908021,2.0,0.0,2.0,0.0
130570908022,2.0,0.0,2.0,0.0
130570908023,5.0,0.0,5.0,0.0
130570908031,32.0,0.0,32.0,2.0
130570908032,1.0,0.0,1.0,0.0
130570908033,3.0,0.0,3.0,4.0
130570908041,1.0,0.0,1.0,0.0
130570908042,3.0,0.0,3.0,4.0
130570908043,1.0,0.0,1.0,0.0
130570909011,1.0,0.0,1.0,0.0
130570909012,2.0,0.0,2.0,0.0
130570909013,3.0,0.0,3.0,0.0
130570909021,6.0,0.0,6.0,0.0
130570909022,4.0,0.0,4.0,0.0
130570909023,6.0,0.0,6.0,0.0
130570909024,3.0,0.0,3.0,4.0
130570909025,1.0,0.0,1.0,0.0
130570909041,2.0,0.0,2.0,0.0
130570909042,6.0,0.0,6.0,0.0
130570909043,3.0,0.0,3.0,0.0
130570909044,193.0,0.0,193.0,2.0
130570909051,6.0,0.0,6.0,0.0
130570909052,2.0,2.0,2.0,0.0
130570910011,7.0,24.0,24.0,4.0
130570910012,6.0,3.0,6.0,0.0
130570910013,179.0,112.0,179.0,17.0
130570910031,306.0,0.0,306.0,0.0
130570910032,5.0,0.0,5.0,0.0
130570910033,310.0,0.0,310.0,6.0
130570910051,6.0,0.0,6.0,2.0
130570910052,6.0,0.0,6.0,0.0
130570910053,5.0,0.0,5.0,0.0
130570910054,1.0,0.0,1.0,0.0
130570910061,2.0,5.0,5.0,0.0
130570910062,6.0,11.0,11.0,0.0
130570910071,2.0,3.0,3.0,0.0
130570910072,1.0,0.0,1.0,0.0
130570910073,1.0,2.0,2.0,0.0
130570910081,1.0,0.0,1.0,0.0
130570910082,1.0,0.0,1.0,0.0
130570910083,2.0,0.0,2.0,0.0
130570910084,2.0,0.0,2.0,1.0
130570911011,2.0,2.0,2.0,0.0
130570911012,2.0,1.0,2.0,0.0
130570911013,6.0,4.0,6.0,0.0
130570911021,1.0,0.0,1.0,0.0
130570911022,2.0,0.0,2.0,0.0
130570911023,1.0,0.0,1.0,0.0
130570911024,133.0,0.0,133.0,0.0
130570911031,2.0,0.0,2.0,3.0
130570911032,1.0,0.0,1.0,0.0
130570911033,1.0,0.0,1.0,0.0
130570911034,1.0,0.0,1.0,0.0
130590001001,253.0,56.0,253.0,1.0
130590004011,2.0,12.0,12.0,0.0
130590004021,1.0,62.0,62.0,2.0
130590004022,1.0,150.0,150.0,0.0
130590004023,2.0,0.0,2.0,10.0
130590006001,4.0,1.0,4.0,10.0
130590006002,2.0,20.0,20.0,0.0
130590009001,4.0,5.0,5.0,0.0
130590009002,3.0,36.0,36.0,0.0
130590009003,1.0,0.0,1.0,0.0
130590012001,4.0,1.0,4.0,8.0
130590012002,1.0,0.0,1.0,0.0
130590017001,1.0,5.0,5.0,2.0
130590018001,4.0,2.0,4.0,0.0
130590018002,1.0,2.0,2.0,0.0
130590018003,6.0,4.0,6.0,3.0
130590019001,2.0,8.0,8.0,0.0
130590019002,4.0,2.0,4.0,7.0
130590020001,80.0,17.0,80.0,2.0
130590020002,1.0,0.0,1.0,0.0
130590021001,3.0,6.0,6.0,0.0
130590021002,4.0,0.0,4.0,0.0
130590022001,2.0,0.0,2.0,0.0
130590022002,2.0,2.0,2.0,0.0
130590301001,1.0,0.0,1.0,0.0
130590301002,1.0,0.0,1.0,0.0
130590302001,2.0,33.0,33.0,2.0
130590302002,2.0,1.0,2.0,0.0
130590302003,202.0,69.0,202.0,0.0
130591303001,2.0,2.0,2.0,0.0
130591303002,4.0,1.0,4.0,0.0
130591304001,2.0,4.0,4.0,0.0
130591304002,1.0,1.0,1.0,0.0
130591304003,1.0,3.0,3.0,0.0
130591305001,1.0,0.0,1.0,0.0
130591305002,1.0,1.0,1.0,0.0
130591305003,1.0,1.0,1.0,0.0
130591306001,54.0,0.0,54.0,0.0
130591306002,115.0,0.0,115.0,4.0
130591306003,3.0,0.0,3.0,0.0
130591307001,4.0,0.0,4.0,2.0
130591307002,1.0,0.0,1.0,0.0
130591307003,40.0,0.0,40.0,0.0
130591403001,2.0,3.0,3.0,0.0
130591403002,1.0,2.0,2.0,0.0
130591403003,2.0,2.0,2.0,0.0
130591404001,2.0,14.0,14.0,4.0
130591404002,1.0,1.0,1.0,0.0
130591405001,1.0,72.0,72.0,0.0
130591406001,2.0,0.0,2.0,0.0
130591406002,1.0,3.0,3.0,0.0
130591406003,1.0,1.0,1.0,0.0
130591503001,4.0,0.0,4.0,0.0
130591503002,2.0,1.0,2.0,0.0
130591503003,1.0,1.0,1.0,0.0
130591504001,2.0,1.0,2.0,0.0
130591504002,2.0,2.0,2.0,0.0
130591504003,1.0,1.0,1.0,0.0
130591505001,6.0,3.0,6.0,0.0
130591505002,1.0,2.0,2.0,0.0
130591505003,1.0,0.0,1.0,4.0
130591506001,1.0,1.0,1.0,0.0
130591506002,6.0,0.0,6.0,0.0
130591507001,3.0,0.0,3.0,0.0
130591507002,4.0,0.0,4.0,0.0
130591507003,2.0,0.0,2.0,0.0
130591508001,2.0,4.0,4.0,0.0
130591508002,2.0,0.0,2.0,0.0
130591508003,1.0,4.0,4.0,0.0
130591508004,2.0,1.0,2.0,0.0
130591509001,2.0,1.0,2.0,0.0
130591509002,1.0,1.0,1.0,2.0
130619603001,1.0,46.0,46.0,0.0
130619603002,68.0,18.0,68.0,0.0
130619603003,1.0,14.0,14.0,0.0
130630402021,2.0,9.0,9.0,0.0
130630402022,2.0,2.0,2.0,0.0
130630402032,4.0,1.0,4.0,0.0
130630402041,1.0,5.0,5.0,0.0
130630402042,2.0,5.0,5.0,0.0
130630402043,2.0,1.0,2.0,0.0
130630403021,2.0,3.0,3.0,0.0
130630403022,2.0,0.0,2.0,0.0
130630403023,2.0,4.0,4.0,0.0
130630403024,1.0,3.0,3.0,0.0
130630403031,1.0,0.0,1.0,2.0
130630403032,1.0,0.0,1.0,0.0
130630403033,2.0,0.0,2.0,0.0
130630403034,2.0,0.0,2.0,0.0
130630403035,1.0,0.0,1.0,0.0
130630403036,72.0,0.0,72.0,0.0
130630403061,1.0,8.0,8.0,0.0
130630403062,1.0,0.0,1.0,0.0
130630403071,2.0,5.0,5.0,0.0
130630403072,2.0,1.0,2.0,0.0
130630403081,1.0,11.0,11.0,19.0
130630403082,2.0,6.0,6.0,0.0
130630403083,2.0,1.0,2.0,0.0
130630404071,4.0,6.0,6.0,0.0
130630404072,2.0,5.0,5.0,0.0
130630404081,340.0,0.0,340.0,0.0
130630404082,1.0,0.0,1.0,0.0
130630404083,2.0,0.0,2.0,0.0
130630404091,2.0,0.0,2.0,0.0
130630404092,1.0,1.0,1.0,0.0
130630404101,2.0,1.0,2.0,0.0
130630404102,1.0,1.0,1.0,0.0
130630404111,1.0,0.0,1.0,0.0
130630404112,1.0,0.0,1.0,0.0
130630404113,2.0,0.0,2.0,0.0
130630404114,1.0,0.0,1.0,0.0
130630404121,2.0,0.0,2.0,0.0
130630404122,1.0,0.0,1.0,0.0
130630404123,2.0,0.0,2.0,1.0
130630404131,1.0,0.0,1.0,0.0
130630404132,1.0,0.0,1.0,0.0
130630404141,6.0,22.0,22.0,0.0
130630404151,1.0,0.0,1.0,0.0
130630404152,3.0,0.0,3.0,0.0
130630404153,1.0,0.0,1.0,4.0
130630404154,7.0,0.0,7.0,0.0
130630404161,6.0,21.0,21.0,0.0
130630404162,2.0,39.0,39.0,25.0
130630404171,1.0,2.0,2.0,0.0
130630404172,1.0,1.0,1.0,0.0
130630404173,214.0,131.0,214.0,3.0
130630405091,1.0,1.0,1.0,0.0
130630405092,2.0,1.0,2.0,0.0
130630405101,2.0,2.0,2.0,0.0
130630405102,1.0,8.0,8.0,0.0
130630405121,6.0,1.0,6.0,0.0
130630405122,1.0,7.0,7.0,2.0
130630405123,1.0,4.0,4.0,0.0
130630405131,2.0,2.0,2.0,0.0
130630405132,1.0,5.0,5.0,0.0
130630405133,1.0,7.0,7.0,0.0
130630405141,2.0,0.0,2.0,0.0
130630405142,1.0,0.0,1.0,0.0
130630405143,5.0,0.0,5.0,4.0
130630405151,1.0,0.0,1.0,0.0
130630405152,1.0,0.0,1.0,0.0
130630405153,400.0,0.0,400.0,0.0
130630405154,1.0,0.0,1.0,0.0
130630405161,198.0,0.0,198.0,0.0
130630405162,2.0,0.0,2.0,0.0
130630405163,1.0,0.0,1.0,0.0
130630405181,1.0,0.0,1.0,0.0
130630405182,1.0,1.0,1.0,0.0
130630405183,1.0,2.0,2.0,0.0
130630405191,1.0,2.0,2.0,0.0
130630405192,2.0,1.0,2.0,0.0
130630405201,1.0,0.0,1.0,0.0
130630405202,1.0,0.0,1.0,0.0
130630405203,1.0,0.0,1.0,0.0
130630405211,1.0,1.0,1.0,0.0
130630405212,1.0,1.0,1.0,0.0
130630405221,5.0,3.0,5.0,0.0
130630405222,2.0,2.0,2.0,0.0
130630405223,1.0,5.0,5.0,0.0
130630405231,1.0,9.0,9.0,0.0
130630405241,1.0,0.0,1.0,0.0
130630405242,1.0,0.0,1.0,0.0
130630405243,1.0,0.0,1.0,0.0
130630405244,1.0,0.0,1.0,0.0
130630405251,1.0,1.0,1.0,0.0
130630405261,7.0,0.0,7.0,0.0
130630405262,1.0,0.0,1.0,0.0
130630405263,1.0,0.0,1.0,0.0
130630406061,1.0,2.0,2.0,0.0
130630406062,1.0,1.0,1.0,0.0
130630406081,6.0,0.0,6.0,0.0
130630406082,2.0,0.0,2.0,0.0
130630406091,3.0,4.0,4.0,0.0
130630406092,1.0,2.0,2.0,0.0
130630406093,1.0,0.0,1.0,0.0
130630406111,1.0,0.0,1.0,0.0
130630406112,130.0,0.0,130.0,0.0
130630406113,1.0,0.0,1.0,2.0
130630406121,358.0,0.0,358.0,0.0
130630406122,2.0,0.0,2.0,0.0
130630406123,5.0,0.0,5.0,0.0
130630406131,4.0,0.0,4.0,0.0
130630406132,1.0,0.0,1.0,0.0
130630406133,2.0,0.0,2.0,0.0
130630406141,1.0,3.0,3.0,0.0
130630406142,2.0,1.0,2.0,0.0
130630406143,2.0,1.0,2.0,0.0
130630406151,6.0,4.0,6.0,0.0
130630406161,5.0,0.0,5.0,0.0
130630406162,1.0,0.0,1.0,0.0
130630406163,2.0,0.0,2.0,0.0
130630406171,2.0,1.0,2.0,0.0
130630406191,1.0,0.0,1.0,0.0
130630406201,1.0,0.0,1.0,0.0
130630406211,2.0,0.0,2.0,0.0
130630406212,1.0,0.0,1.0,0.0
130630406221,1.0,0.0,1.0,0.0
130630406222,1.0,0.0,1.0,0.0
130630406223,2.0,0.0,2.0,0.0
130639800001,2.0,42.0,42.0,104.0
130659701001,1.0,2.0,2.0,0.0
130659701002,373.0,175.0,373.0,2.0
130659701003,2.0,40.0,40.0,0.0
130659701004,1.0,119.0,119.0,4.0
130659701005,1.0,41.0,41.0,0.0
130659702001,1.0,1.0,1.0,0.0
130659702002,2.0,30.0,30.0,0.0
130670301011,1.0,0.0,1.0,0.0
130670301012,1.0,0.0,1.0,0.0
130670301013,2.0,0.0,2.0,0.0
130670301014,2.0,0.0,2.0,0.0
130670301031,2.0,0.0,2.0,0.0
130670301032,6.0,0.0,6.0,0.0
130670301033,6.0,0.0,6.0,12.0
130670301041,2.0,4.0,4.0,0.0
130670301042,6.0,2.0,6.0,0.0
130670301061,3.0,0.0,3.0,0.0
130670301062,1.0,0.0,1.0,0.0
130670301063,2.0,0.0,2.0,12.0
130670301071,2.0,0.0,2.0,0.0
130670301072,1.0,0.0,1.0,2.0
130670302091,1.0,0.0,1.0,0.0
130670302092,3.0,0.0,3.0,12.0
130670302093,3.0,0.0,3.0,0.0
130670302141,1.0,0.0,1.0,0.0
130670302142,3.0,0.0,3.0,0.0
130670302143,1.0,0.0,1.0,0.0
130670302151,1.0,0.0,1.0,0.0
130670302152,5.0,0.0,5.0,0.0
130670302153,2.0,0.0,2.0,0.0
130670302154,2.0,0.0,2.0,0.0
130670302181,1.0,0.0,1.0,0.0
130670302182,1.0,0.0,1.0,0.0
130670302191,1.0,0.0,1.0,0.0
130670302192,3.0,0.0,3.0,0.0
130670302193,1.0,0.0,1.0,0.0
130670302194,2.0,0.0,2.0,0.0
130670302201,2.0,1.0,2.0,0.0
130670302221,2.0,0.0,2.0,0.0
130670302222,2.0,0.0,2.0,0.0
130670302223,5.0,0.0,5.0,0.0
130670302231,5.0,0.0,5.0,0.0
130670302232,7.0,0.0,7.0,2.0
130670302233,2.0,0.0,2.0,0.0
130670302241,1.0,0.0,1.0,0.0
130670302242,5.0,0.0,5.0,1.0
130670302261,380.0,0.0,380.0,5.0
130670302262,5.0,0.0,5.0,0.0
130670302263,1.0,0.0,1.0,0.0
130670302271,5.0,0.0,5.0,0.0
130670302272,7.0,0.0,7.0,0.0
130670302273,5.0,0.0,5.0,0.0
130670302281,2.0,0.0,2.0,0.0
130670302282,4.0,0.0,4.0,33.0
130670302283,1.0,0.0,1.0,0.0
130670302284,2.0,0.0,2.0,7.0
130670302291,5.0,0.0,5.0,39.0
130670302292,2.0,0.0,2.0,0.0
130670302301,7.0,0.0,7.0,0.0
130670302302,6.0,0.0,6.0,0.0
130670302311,5.0,0.0,5.0,0.0
130670302312,3.0,0.0,3.0,0.0
130670302313,1.0,0.0,1.0,0.0
130670302314,3.0,0.0,3.0,0.0
130670302321,1.0,0.0,1.0,0.0
130670302322,2.0,0.0,2.0,0.0
130670302331,4.0,4.0,4.0,0.0
130670302332,1.0,1.0,1.0,0.0
130670302341,1.0,0.0,1.0,0.0
130670302342,2.0,0.0,2.0,0.0
130670302351,1.0,3.0,3.0,0.0
130670302352,2.0,3.0,3.0,0.0
130670302361,1.0,1.0,1.0,0.0
130670302362,2.0,1.0,2.0,0.0
130670302381,2.0,0.0,2.0,0.0
130670302382,2.0,0.0,2.0,0.0
130670302391,2.0,0.0,2.0,0.0
130670302392,7.0,0.0,7.0,0.0
130670302393,1.0,0.0,1.0,0.0
130670303101,1.0,0.0,1.0,0.0
130670303102,1.0,0.0,1.0,0.0
130670303103,1.0,0.0,1.0,0.0
130670303104,3.0,0.0,3.0,1.0
130670303105,1.0,0.0,1.0,0.0
130670303111,6.0,0.0,6.0,0.0
130670303112,1.0,0.0,1.0,0.0
130670303113,5.0,0.0,5.0,0.0
130670303114,2.0,0.0,2.0,0.0
130670303121,6.0,0.0,6.0,0.0
130670303122,1.0,0.0,1.0,0.0
130670303123,2.0,0.0,2.0,0.0
130670303124,3.0,0.0,3.0,0.0
130670303131,5.0,0.0,5.0,0.0
130670303133,2.0,0.0,2.0,0.0
130670303134,262.0,0.0,262.0,0.0
130670303135,2.0,0.0,2.0,0.0
130670303141,6.0,0.0,6.0,0.0
130670303142,3.0,0.0,3.0,0.0
130670303143,1.0,0.0,1.0,0.0
130670303181,2.0,0.0,2.0,0.0
130670303182,3.0,0.0,3.0,0.0
130670303183,2.0,0.0,2.0,0.0
130670303191,2.0,0.0,2.0,0.0
130670303192,5.0,1.0,5.0,4.0
130670303201,1.0,0.0,1.0,6.0
130670303202,2.0,0.0,2.0,0.0
130670303203,1.0,0.0,1.0,0.0
130670303221,2.0,1.0,2.0,0.0
130670303222,1.0,1.0,1.0,0.0
130670303241,1.0,0.0,1.0,0.0
130670303242,1.0,0.0,1.0,0.0
130670303261,2.0,1.0,2.0,0.0
130670303262,2.0,1.0,2.0,0.0
130670303263,39.0,11.0,39.0,0.0
130670303271,210.0,65.0,210.0,2.0
130670303272,1.0,27.0,27.0,0.0
130670303281,1.0,0.0,1.0,0.0
130670303282,2.0,0.0,2.0,0.0
130670303283,6.0,0.0,6.0,0.0
130670303291,1.0,1.0,1.0,0.0
130670303292,1.0,3.0,3.0,0.0
130670303301,1.0,0.0,1.0,0.0
130670303302,1.0,0.0,1.0,0.0
130670303303,6.0,0.0,6.0,0.0
130670303311,1.0,0.0,1.0,0.0
130670303312,1.0,1.0,1.0,0.0
130670303313,1.0,1.0,1.0,0.0
130670303321,2.0,4.0,4.0,0.0
130670303322,1.0,10.0,10.0,4.0
130670303331,2.0,0.0,2.0,0.0
130670303332,1.0,0.0,1.0,0.0
130670303333,1.0,0.0,1.0,0.0
130670303341,2.0,1.0,2.0,0.0
130670303342,6.0,93.0,93.0,2.0
130670303351,1.0,1.0,1.0,0.0
130670303352,2.0,1.0,2.0,0.0
130670303361,2.0,0.0,2.0,8.0
130670303362,1.0,0.0,1.0,0.0
130670303363,4.0,0.0,4.0,2.0
130670303364,1.0,0.0,1.0,0.0
130670303371,1.0,1.0,1.0,0.0
130670303372,1.0,6.0,6.0,0.0
130670303373,1.0,1.0,1.0,0.0
130670303391,6.0,0.0,6.0,37.0
130670303392,5.0,0.0,5.0,6.0
130670303401,2.0,26.0,26.0,0.0
130670303402,221.0,157.0,221.0,0.0
130670303411,1.0,28.0,28.0,0.0
130670303412,1.0,1.0,1.0,0.0
130670303421,1.0,3.0,3.0,0.0
130670303422,5.0,1.0,5.0,4.0
130670303431,1.0,4.0,4.0,0.0
130670303432,1.0,1.0,1.0,0.0
130670303433,1.0,2.0,2.0,0.0
130670303441,1.0,14.0,14.0,0.0
130670303442,2.0,4.0,4.0,0.0
130670303443,1.0,3.0,3.0,0.0
130670303451,4.0,8.0,8.0,87.0
130670303452,2.0,4.0,4.0,8.0
130670303453,2.0,6.0,6.0,32.0
130670304051,4.0,1.0,4.0,0.0
130670304052,1.0,1.0,1.0,0.0
130670304053,230.0,62.0,230.0,0.0
130670304054,6.0,47.0,47.0,0.0
130670304071,1.0,2.0,2.0,0.0
130670304072,6.0,3.0,6.0,0.0
130670304073,2.0,1.0,2.0,0.0
130670304081,6.0,10.0,10.0,0.0
130670304082,2.0,2.0,2.0,0.0
130670304091,1.0,3.0,3.0,0.0
130670304092,1.0,2.0,2.0,0.0
130670304101,338.0,83.0,338.0,0.0
130670304102,5.0,6.0,6.0,0.0
130670304111,6.0,2.0,6.0,0.0
130670304112,27.0,27.0,27.0,2.0
130670304113,6.0,2.0,6.0,4.0
130670304121,5.0,5.0,5.0,0.0
130670304122,1.0,1.0,1.0,2.0
130670304123,2.0,7.0,7.0,3.0
130670304124,1.0,0.0,1.0,0.0
130670304131,1.0,0.0,1.0,0.0
130670304132,4.0,7.0,7.0,0.0
130670304133,6.0,8.0,8.0,0.0
130670304141,2.0,30.0,30.0,4.0
130670304142,24.0,3.0,24.0,2.0
130670305021,1.0,0.0,1.0,0.0
130670305022,13.0,0.0,13.0,1.0
130670305023,1.0,0.0,1.0,0.0
130670305041,7.0,0.0,7.0,0.0
130670305042,2.0,0.0,2.0,1.0
130670305043,1.0,0.0,1.0,0.0
130670305051,2.0,49.0,49.0,0.0
130670305052,4.0,135.0,135.0,0.0
130670305053,1.0,3.0,3.0,0.0
130670305054,112.0,81.0,112.0,6.0
130670305061,6.0,2.0,6.0,0.0
130670305062,5.0,1.0,5.0,0.0
130670305071,4.0,4.0,4.0,0.0
130670305072,1.0,1.0,1.0,0.0
130670306011,5.0,0.0,5.0,2.0
130670306012,2.0,0.0,2.0,0.0
130670306013,2.0,0.0,2.0,0.0
130670306021,4.0,3.0,4.0,0.0
130670306022,2.0,48.0,48.0,8.0
130670306023,1.0,80.0,80.0,2.0
130670306024,340.0,115.0,340.0,0.0
130670307001,7.0,2.0,7.0,0.0
130670307002,4.0,0.0,4.0,0.0
130670307003,4.0,73.0,73.0,0.0
130670307004,382.0,128.0,382.0,0.0
130670308001,333.0,257.0,333.0,0.0
130670308002,144.0,442.0,442.0,5.0
130670308003,4.0,104.0,104.0,0.0
130670309011,2.0,0.0,2.0,0.0
130670309012,1.0,0.0,1.0,0.0
130670309013,2.0,0.0,2.0,0.0
130670309014,2.0,0.0,2.0,0.0
130670309015,21.0,0.0,21.0,0.0
130670309021,5.0,0.0,5.0,1.0
130670309022,2.0,0.0,2.0,0.0
130670309023,1.0,0.0,1.0,0.0
130670309024,6.0,0.0,6.0,0.0
130670309041,1.0,0.0,1.0,0.0
130670309042,2.0,0.0,2.0,0.0
130670309043,1.0,0.0,1.0,0.0
130670309044,2.0,0.0,2.0,0.0
130670309051,1.0,0.0,1.0,0.0
130670309052,197.0,0.0,197.0,0.0
130670309053,2.0,0.0,2.0,0.0
130670309054,1.0,0.0,1.0,0.0
130670310011,1.0,38.0,38.0,0.0
130670310012,2.0,72.0,72.0,0.0
130670310013,340.0,160.0,340.0,0.0
130670310021,1.0,0.0,1.0,0.0
130670310022,1.0,0.0,1.0,0.0
130670310023,95.0,0.0,95.0,0.0
130670310024,3.0,0.0,3.0,0.0
130670310041,1.0,5.0,5.0,0.0
130670310042,2.0,1.0,2.0,0.0
130670310043,2.0,5.0,5.0,0.0
130670310044,1.0,1.0,1.0,0.0
130670310051,1.0,3.0,3.0,0.0
130670310052,1.0,2.0,2.0,0.0
130670311011,1.0,3.0,3.0,0.0
130670311012,1.0,3.0,3.0,1.0
130670311013,3.0,1.0,3.0,0.0
130670311061,1.0,0.0,1.0,0.0
130670311062,5.0,0.0,5.0,0.0
130670311063,6.0,0.0,6.0,0.0
130670311064,2.0,0.0,2.0,0.0
130670311081,1.0,0.0,1.0,0.0
